TITLE ID,TITLE KEY,NAME,REGION,TYPE
00050000101ea000,239ebf79bdbdf2d45588ab2fee18728d,"LEGO® STAR WARS™
                  The Force Awakens",JPN,Base
0005000010140700,c00bc799c9dd1f79e8cd5b6d371578ed,Injustice: Gods Among Us,JPN,Base
0005000010153700,8639d7897c73198ae75f43cee6d164cc,Double Dragon,USA,Base
0005000010163b00,df090bc78cb9dd739710b5d2e99c76ab,NINJA SPIRIT,EUR,Base
00050000101b9c00,2aafd3e8a8c163632045e1ff3dce6e5f,Polarium Advance,EUR,Base
000500001017e700,6b70dcb5a3ce413bbad893c6289a6b5a,3Souls,USA,Base
0005000010182600,0a5c7092e2365dfc7c57d9d3390a2b7e,Ice Cream Surfer,USA,Base
0005000010184500,544223d669f615b518e54af6d7448e95,Frederic: Ressurection of Music,USA,Base
0005000010172c00,3f742098ffb4addae380ee6c23db8fa8,"Kirby:
                  Nightmare in Dream Land",EUR,Base
000500001016bb00,f532026f4ff17f7f0828f8fd49922d8d,Bases Loaded,USA,Base
0005000010200900,a894ed3d589e1283a41a1db553303594,MAHJONG,EUR,Base
00050000101f6e00,0ad226c66b54be8d034e6d8fedb03120,Tumblestone,EUR,Base
0005000010217000,bf76a1983c5ee3265898d582afa5e866,JUST DANCE® 2019,EUR,Base
0005000010217300,05cdbcc651ace66d89ec41d76287d115,JUST DANCE® 2019,USA,Base
0005000010107a00,04e0208f24db213a9a7e9face57a76df,Kirby's Adventure,EUR,Base
000500001014c900,98ccc7560134a3a76c868b4ebde138b0,My Farm,EUR,Base
0005000010159200,6b214f837830ea8a0819d30839351522,Super Punch-Out!!,EUR,Base
0005000010213600,2ceb93dcfcf61f4bb0f0b8362b13d365,Swap Blocks,EUR,Base
0005000010112600,c6f4769d4b94631c317a89c6b1d85a57,Rayman Legends,JPN,Base
0005000010215800,528dc12badc662c50c40dede10bfd80f,RTO,EUR,Base
0005000010215f00,c4ce2bcf433cbe458bceeadb99097939,Spellcaster's Assistant,EUR,Base
0005000010216000,db3e6aaad45e6fd312d711e73d393599,Breakout Defense 2,EUR,Base
0005000010216500,843e74ff5e53f768212e0406b4f1d9b5,RTO 2,EUR,Base
0005000010216700,a83b97b8ba68123409dc14c03523d2a0,Fat Dragons,EUR,Base
0005000010216b00,5c6c149dd6caf831eec91ddff5507bb7,Cycle of Eternity,EUR,Base
0005000010216e00,015201d0b8a695a18aa411b5ada9d380,Shadow Archery,EUR,Base
000500001018c400,40054f82a75a669f5dcfd2613a3fc832,"藤子・F・不二雄キャラクターズ
                  大集合！SFドタバタパーティー！！",JPN,Base
0005000010110c00,d220892cab2747e01c41fc1e78a82cab,FIFA 13 World Class Soccer,JPN,Base
0005000010112500,b97d185318e6ca5d5aad253c9cd146b2,Sports Connection,JPN,Base
0005000010112700,e88ccee40672f6f975576f88fa02ad98,Rabbids Land,JPN,Base
000500001012ad00,cdd426da40f717d5e58cd8b416e81428,"Street Fighter II Turbo
                  Hyper Fighting",EUR,Base
000500001011a300,3e14ac164a345371cc01f829b22f7fb0,"スーパーストリートファイターⅡ
                  ザ ニューチャレンジャーズ",JPN,Base
000500001014c800,735e24a7aae7e0ef52f7c7e26d60a442,Assassin's Creed® IV Black Flag,JPN,Base
0005000010154600,3bd9086e17982ad38234a885a8aa95f1,"Batman™:
                  Arkham Origins",JPN,Base
000500001012a000,8f3c8e8257b32ca9434a417627152ce4,MEGA MAN 3,EUR,Base
0005000010130e00,5372b19ed7e54b07c5e0075fdac2a566,Mega Man X,EUR,Base
0005000010137700,a845759fc666e9b68877e3822113d727,Harvest Moon,EUR,Base
0005000010141800,028283bd49e48621d3e2abd888f3ca85,Mega Man X2,EUR,Base
0005000010175300,d03d7ba841ae74583808752f5788c21c,MEGA MAN X3,EUR,Base
0005000010180000,057278b96b3dfcd43b4e849c4ce5005d,MEGAMAN BATTLE NETWORK,EUR,Base
0005000010188300,5aad052cee8866d0aa845e84ff197a50,MEGAMAN BATTLE NETWORK 2,EUR,Base
0005000010188900,c66648b5dbd8b44bd3cccfa2a6797571,"MEGAMAN
                  BATTLE NETWORK 3 BLUE",EUR,Base
0005000010183e00,325b93766881e100b437aa6002068c38,Castlevania 暁月の円舞曲,JPN,Base
0005000010182900,60a053ae4ede1c3a3d41610a402e9d9e,F-ZERO ファルコン伝説,JPN,Base
0005000010149a00,4ebe5c2e875133646ae7c8657c9cd562,BASEBALL,EUR,Base
000500001012a700,ee769e3d3fa25791f2df64a2cc2a6b77,かまいたちの夜,JPN,Base
00050000101fa800,68289c7a3b45ca19f616bc3bb02ea828,140,USA,Base
00050000101b7e00,2293fbec7608a7b22181945513d143f5,A Shadow's Tale,EUR,Base
0005000010130800,9d0d67be8482836bcc2d313b5ede6c6b,Final Fight,EUR,Base
0005000010137b00,23675377a6d6201e8d04e29626480d7c,Final Fight 2,EUR,Base
0005000010141b00,aa94f915116c6707effb89455db6335d,Final Fight 3,EUR,Base
0005000010119900,e2e89f0a114074dc23962462fa88fe84,Ｆ－ＺＥＲＯ,JPN,Base
0005000010160a00,3d4114baafd66206ba52962a57a42f05,"いけいけ！熱血ホッケー部
                  「すべってころんで大乱闘」",JPN,Base
0005000010133c00,b7182a88798f2f78ecb25f038e5ac697,いっき,JPN,Base
00050000101e2300,350d8254442c95b37c3b07a899915c85,Wallaby,JPN,Base
00050000101d1f00,39be26d180c178624f0796a0352667a1,おいでよ どうぶつの森,JPN,Base
0005000010171a00,6ee4339e0e4e28804c2c259d87e6eff7,"くにおくんのドッジボールだよ
                  全員集合！",JPN,Base
0005000010160600,a0787c084983798ba4fe1769200010bc,Soccer,EUR,Base
000500001016bd00,517b5b01039df8bb1235ac5ec512a241,けっきょく南極大冒険,JPN,Base
0005000010194900,a933083a845e062c58f773627174f0df,Antarctic Adventure,JPN,Base
0005000010188000,9dab7f83ded0f095ad2161911ce8a1e7,"ことばのパズル
                  もじぴったんアドバンス",JPN,Base
000500001018b600,0d3ac5b7e8eadc119cd5e6c6b07957af,すごろクエスト ダイスの戦士たち,JPN,Base
0005000010178100,dfc108185ba0862df3184b357541cf81,すってはっくん,JPN,Base
0005000010174a00,1963ae1dca8e68602dbc85f703e9080c,つっぱり大相撲,JPN,Base
00050000101bbf00,4b0144049c445a744896277e544a9237,Wind-up Knight 2,JPN,Base
0005000010137300,3bb611192bf3f170dd90b3dd950aaba6,はじまりの森,JPN,Base
000500001017f400,91795b2d9a81cf9c8414dd44ad3c5734,"びっくり熱血新記録！
                  はるかなる金メダル",JPN,Base
000500001012e100,2758c55ab6f0523892d2c803649a1e22,"ふぁみこんむかし話
                  新･鬼ヶ島（前後編）",JPN,Base
00050000101de500,48526ddd8c56760b545297c59b3e0801,1001 Spikes,JPN,Base
0005000010149d00,997bb4557bd3d191fab4d447063fb42d,TENNIS,EUR,Base
0005000010171100,41ce004adb0de223c8daf3ae6dcf9fc9,へべれけ,JPN,Base
00050000101f6200,1dcefbe55421b8e864cab2a6a35746dc,"Adventure Party
                  Cats and Caverns",USA,Base
00050000101b5d00,7771fe88d47f2207b32b38d0870a61ae,Zoda's Revenge: Star Tropics II,EUR,Base
00050000101be000,951977341218202c7637c17efa02bf35,"Wario Land: 
                  The Shake Dimension",EUR,Base
0005000010113b00,0b62709d58d21616758342cdfdb7584b,KickBeat Special Edition,EUR,Base
000500001014cc00,34c06658fe2d24757cd3b0755879e1b1,Cocoto Magic Circus 2,EUR,Base
0005000010175800,5cde92b29f40420e0bacda3e43923138,My Jurassic Farm,USA,Base
0005000010175900,12d8eb96b5a8bb087d9f5c712c9961e4,My Arctic Farm,USA,Base
000500001018a800,bb84b43c8525a37e7c09477d69c59284,"SMART Adventures
                  Mission Math",EUR,Base
00050000101aef00,db397a570160b36a651cd455743a8dbb,Midnight,USA,Base
00050000101c7400,39b3546aa4753a21deca8acc62112896,"Momonga
                  Pinball Adventures",EUR,Base
00050000101e9700,1742d647f726c7cac933f51773771b23,U Host,EUR,Base
00050000101fff00,c105259e9b9672e03e831db35b7c1ece,SOLITAIRE,USA,Base
000500001014a300,7a2210e3271f872613f1be6574010fe4,Urban Champion,EUR,Base
000500001020d200,11436070873fb63262129ee855e21a1e,Words Up! Academy,EUR,Base
